volunteer_id,average_reputation,feedback_count,average_sentiment,cluster
114,3.6666666666666665,3,0.0,0
115,2.2966666666666664,3,0.0,0
116,3.285,6,0.0,1
117,2.6142857142857143,7,0.0,2
118,3.2525000000000004,4,0.0,0
119,3.3340000000000005,5,0.0,1
120,2.846666666666667,6,0.0,1
121,3.446,5,0.0,1
122,2.7383333333333333,6,0.0,1
123,3.1199999999999997,6,0.0,1
124,2.641428571428571,7,0.0,2
125,2.7575000000000003,4,0.0,0
127,3.091666666666667,6,0.0,1
128,3.8599999999999994,5,0.0,1
129,2.0825,4,0.0,0
130,2.504,5,0.0,1
131,3.557777777777778,9,0.0,2
132,1.9974999999999998,4,0.0,0
133,2.77,3,0.0,0
134,2.686666666666667,6,0.0,1
135,3.5739999999999994,5,0.0,1
136,3.5500000000000003,3,0.0,0
137,3.3925,8,0.0,2
138,3.285,6,0.0,1
139,3.1837500000000003,8,0.0,2
140,3.5519999999999996,5,0.0,1
141,2.3600000000000003,2,0.0,0
142,2.6950000000000003,8,0.0,2
143,2.6875,4,0.0,0
144,3.3049999999999997,6,0.0,1
145,2.877272727272727,11,0.0,2
146,2.6485714285714286,7,0.0,2
147,3.2975,4,0.0,0
148,3.00125,8,0.0,2
149,3.48,3,0.0,0
150,2.95375,8,0.0,2
151,3.153333333333333,3,0.0,0
152,2.4166666666666665,3,0.0,0
153,3.35,4,0.0,0
154,3.1574999999999998,4,0.0,0
155,3.3825000000000003,4,0.0,0
156,2.6366666666666667,6,0.0,1
157,1.8066666666666666,3,0.0,0
158,2.5,4,0.0,0
159,2.418,5,0.0,1
160,3.70875,8,0.0,2
161,2.4539999999999997,5,0.0,1
162,3.76,4,0.0,0
163,3.6833333333333336,3,0.0,0
164,3.3128571428571427,7,0.0,2
165,3.4825,8,0.0,2
166,3.0733333333333337,6,0.0,1
167,3.24,3,0.0,0
168,3.206666666666667,6,0.0,1
169,3.74,8,0.0,2
170,3.16,5,0.0,1
171,2.835714285714286,7,0.0,2
172,2.9,5,0.0,1
173,2.0942857142857143,7,0.0,2
174,3.4,3,0.0,0
175,2.42,1,0.0,0
176,3.302222222222222,9,0.0,2
177,2.545714285714286,7,0.0,2
178,3.0481818181818183,11,0.0,2
179,2.885,4,0.0,0
180,3.146666666666667,3,0.0,0
181,3.86,1,0.0,0
182,2.15,2,0.0,0
183,3.746666666666666,6,0.0,1
184,2.5766666666666667,3,0.0,0
185,2.8725,4,0.0,0
186,2.903333333333333,6,0.0,1
187,2.5866666666666664,6,0.0,1
188,2.9416666666666664,6,0.0,1
189,3.8200000000000003,3,0.0,0
190,3.6775,4,0.0,0
191,2.335,4,0.0,0
192,1.6420000000000001,5,0.0,1
193,2.7725,4,0.0,0
194,3.915,4,0.0,0
195,2.8757142857142854,7,0.0,2
196,3.77,1,0.0,0
197,3.13,7,0.0,2
198,2.6533333333333333,6,0.0,1
199,2.066,5,0.0,1
200,3.893333333333333,3,0.0,0
201,3.795,4,0.0,0
202,3.4425,4,0.0,0
203,2.636,5,0.0,1
204,2.8800000000000003,6,0.0,1
205,1.9533333333333334,3,0.0,0
206,4.1499999999999995,3,0.0,0
207,2.9933333333333336,6,0.0,1
208,2.751428571428572,7,0.0,2
209,3.1533333333333338,3,0.0,0
210,2.9250000000000003,6,0.0,1
211,3.1799999999999997,7,0.0,2
212,3.596,5,0.0,1
213,2.752,5,0.0,1
214,3.0300000000000002,4,0.0,0
215,2.9033333333333338,3,0.0,0
216,3.7183333333333337,6,0.0,1
217,2.668,5,0.0,1
218,2.986666666666667,3,0.0,0
219,2.9825,4,0.0,0
220,3.4,3,0.0,0
221,2.598888888888889,9,0.0,2
222,2.236666666666667,3,0.0,0
223,2.8899999999999997,5,0.0,1
224,4.183333333333334,3,0.0,0
225,2.513333333333333,3,0.0,0
226,3.85,3,0.0,0
227,2.5866666666666664,3,0.0,0
228,2.9933333333333336,6,0.0,1
229,3.062,5,0.0,1
230,2.853333333333333,3,0.0,0
231,2.7133333333333334,6,0.0,1
232,2.25,3,0.0,0
233,2.7239999999999998,5,0.0,1
234,4.75,1,0.0,0
235,3.585,10,0.0,2
236,3.2755555555555556,9,0.0,2
237,2.348,5,0.0,1
238,2.1233333333333335,3,0.0,0
239,3.0700000000000003,7,0.0,2
240,2.09,5,0.0,1
241,2.7350000000000003,2,0.0,0
242,2.8233333333333337,3,0.0,0
243,2.815,2,0.0,0
244,4.27,3,0.0,0
245,2.915,4,0.0,0
246,2.9133333333333336,3,0.0,0
247,2.8925,4,0.0,0
248,3.81,6,0.0,1
249,3.81,6,0.0,1
250,1.7533333333333332,3,0.0,0
251,3.205,4,0.0,0
252,1.895,2,0.0,0
253,2.79,5,0.0,1
254,2.624,5,0.0,1
255,3.1183333333333336,6,0.0,1
256,3.29,2,0.0,0
257,2.718,5,0.0,1
258,2.5566666666666666,3,0.0,0
259,3.0,2,0.0,0
260,3.0700000000000003,4,0.0,0
261,2.572,5,0.0,1
262,3.8775,4,0.0,0
263,2.3266666666666667,3,0.0,0
264,3.0542857142857143,7,0.0,2
265,3.01,6,0.0,1
266,2.852,5,0.0,1
267,1.4799999999999998,3,0.0,0
268,3.505,2,0.0,0
269,3.575,2,0.0,0
270,2.718,5,0.0,1
271,3.06,8,0.0,2
272,3.236666666666667,6,0.0,1
273,2.2275,4,0.0,0
274,3.2224999999999997,8,0.0,2
275,3.2555555555555555,9,0.0,2
276,3.1533333333333338,3,0.0,0
277,3.31,5,0.0,1
278,2.975,8,0.0,2
279,3.0142857142857147,7,0.0,2
280,1.5619999999999998,5,0.0,1
281,3.282,5,0.0,1
282,3.575,4,0.0,0
283,2.065,2,0.0,0
284,3.0375,4,0.0,0
285,2.5233333333333334,3,0.0,0
286,3.3049999999999997,4,0.0,0
287,2.958,5,0.0,1
288,2.735,4,0.0,0
289,3.1774999999999998,4,0.0,0
290,3.2433333333333336,6,0.0,1
291,3.9659999999999997,5,0.0,1
292,2.950909090909091,11,0.0,2
293,2.6675,4,0.0,0
294,3.485714285714286,7,0.0,2
295,3.0260000000000002,5,0.0,1
296,2.2,5,0.0,1
297,3.0119999999999996,5,0.0,1
298,2.6500000000000004,9,0.0,2
299,3.5700000000000003,5,0.0,1
300,1.94,1,0.0,0
301,3.358571428571429,7,0.0,2
302,3.9,5,0.0,1
303,2.716,5,0.0,1
304,2.7,5,0.0,1
305,2.453333333333333,3,0.0,0
306,2.885,6,0.0,1
307,3.625,4,0.0,0
308,3.12,2,0.0,0
309,3.09,6,0.0,1
310,2.7199999999999998,4,0.0,0
311,2.9080000000000004,5,0.0,1
312,2.96875,8,0.0,2
313,3.981428571428571,7,0.0,2
314,3.31,6,0.0,1
315,2.458,5,0.0,1
316,2.8049999999999997,10,0.0,2
317,3.5875000000000004,4,0.0,0
318,2.92,9,0.0,2
319,3.8855555555555554,9,0.0,2
320,3.58875,8,0.0,2
321,3.52,4,0.0,0
322,3.126666666666667,6,0.0,1
323,2.5683333333333334,6,0.0,1
324,2.6655555555555557,9,0.0,2
325,2.912857142857143,7,0.0,2
326,2.25625,8,0.0,2
327,2.43,9,0.0,2
328,2.9675,8,0.0,2
329,2.85,3,0.0,0
330,3.3033333333333332,3,0.0,0
331,1.7125000000000001,4,0.0,0
332,2.8575,4,0.0,0
333,2.3466666666666667,3,0.0,0
334,2.998333333333333,6,0.0,1
335,2.9316666666666666,6,0.0,1
336,2.6816666666666666,6,0.0,1
337,2.75,7,0.0,2
338,1.798,5,0.0,1
339,3.5622222222222226,9,0.0,2
340,3.7350000000000003,2,0.0,0
341,2.745,2,0.0,0
342,2.9442857142857144,7,0.0,2
343,3.3314285714285714,7,0.0,2
344,3.0816666666666666,6,0.0,1
345,2.605,4,0.0,0
346,2.55375,8,0.0,2
347,2.3200000000000003,2,0.0,0
348,3.335714285714286,7,0.0,2
349,3.2985714285714285,7,0.0,2
350,3.2079999999999997,5,0.0,1
351,3.404,5,0.0,1
352,3.0749999999999997,6,0.0,1
353,2.356666666666667,6,0.0,1
354,3.3950000000000005,10,0.0,2
355,3.052857142857143,7,0.0,2
356,2.796666666666667,3,0.0,0
357,3.6916666666666664,6,0.0,1
358,3.207142857142857,7,0.0,2
359,3.5380000000000003,5,0.0,1
360,2.7783333333333338,6,0.0,1
361,4.3,5,0.0,1
362,2.91,3,0.0,0
363,2.848333333333333,6,0.0,1
364,3.285,8,0.0,2
365,3.2525,4,0.0,0
366,2.9657142857142857,7,0.0,2
367,2.98,3,0.0,0
368,2.792857142857143,7,0.0,2
369,2.9299999999999997,4,0.0,0
370,2.6885714285714286,7,0.0,2
371,2.7433333333333336,3,0.0,0
372,3.105,4,0.0,0
373,2.394,5,0.0,1
374,2.7085714285714286,7,0.0,2
375,2.5725,4,0.0,0
376,2.7425,8,0.0,2
377,3.2600000000000002,7,0.0,2
378,3.03,3,0.0,0
379,3.064,5,0.0,1
380,3.33,8,0.0,2
381,3.0583333333333336,6,0.0,1
382,2.757142857142857,7,0.0,2
383,2.1,8,0.0,2
384,2.905,6,0.0,1
385,2.734,5,0.0,1
386,2.33,2,0.0,0
387,3.313333333333333,3,0.0,0
388,3.516666666666667,3,0.0,0
389,3.262857142857143,7,0.0,2
390,2.532,5,0.0,1
391,3.09,6,0.0,1
392,3.245,4,0.0,0
393,3.492,5,0.0,1
394,2.856666666666667,6,0.0,1
395,2.5949999999999998,4,0.0,0
396,3.12,4,0.0,0
397,3.7739999999999996,5,0.0,1
398,3.41,6,0.0,1
399,3.36,8,0.0,2
400,3.626,5,0.0,1
401,2.1633333333333336,3,0.0,0
402,2.2,1,0.0,0
403,2.1675,4,0.0,0
404,2.718,10,0.0,2
405,2.4099999999999997,3,0.0,0
406,2.9944444444444445,9,0.0,2
407,2.8716666666666666,6,0.0,1
408,2.795,6,0.0,1
409,2.4725,4,0.0,0
410,2.9457142857142857,7,0.0,2
411,2.6513333333333335,15,0.0,2
412,3.0500000000000003,6,0.0,1
413,3.9799999999999995,5,0.0,1
414,2.925,4,0.0,0
415,4.66,1,0.0,0
416,3.13,8,0.0,2
417,3.216666666666667,6,0.0,1
418,2.9939999999999998,5,0.0,1
419,3.1375,4,0.0,0
420,2.662,5,0.0,1
421,2.4899999999999998,2,0.0,0
422,3.4299999999999997,5,0.0,1
423,2.2085714285714286,7,0.0,2
424,3.4066666666666663,3,0.0,0
425,2.732222222222222,9,0.0,2
426,2.4939999999999998,5,0.0,1
427,1.9133333333333333,6,0.0,1
428,2.8,4,0.0,0
429,3.8075,4,0.0,0
430,2.075,4,0.0,0
431,3.3725,4,0.0,0
432,3.5439999999999996,5,0.0,1
433,2.394,5,0.0,1
434,3.8814285714285717,7,0.0,2
435,3.0500000000000003,3,0.0,0
436,2.873,10,0.0,2
437,2.5250000000000004,4,0.0,0
438,3.7016666666666667,6,0.0,1
439,2.957142857142857,7,0.0,2
440,3.016666666666667,3,0.0,0
441,1.9433333333333334,3,0.0,0
442,4.324999999999999,2,0.0,0
443,2.524,5,0.0,1
444,2.9749999999999996,4,0.0,0
445,3.91,5,0.0,1
446,3.8285714285714287,7,0.0,2
447,3.7750000000000004,2,0.0,0
448,3.1100000000000003,5,0.0,1
449,3.91,1,0.0,0
450,2.585,4,0.0,0
451,3.15875,8,0.0,2
452,3.252,5,0.0,1
453,2.7649999999999997,2,0.0,0
454,3.738888888888889,9,0.0,2
455,2.922857142857143,7,0.0,2
456,3.36875,8,0.0,2
457,3.215,4,0.0,0
458,3.225,4,0.0,0
459,2.17,7,0.0,2
460,4.16,1,0.0,0
461,2.32,3,0.0,0
462,2.095,4,0.0,0
463,2.86,9,0.0,2
464,3.6666666666666665,3,0.0,0
465,3.73,2,0.0,0
466,3.96,4,0.0,0
467,2.9325,4,0.0,0
468,2.625,4,0.0,0
469,3.4975,4,0.0,0
470,3.255714285714286,7,0.0,2
471,2.893333333333333,3,0.0,0
472,3.613333333333333,9,0.0,2
473,3.55,4,0.0,0
474,2.31,3,0.0,0
475,1.785,4,0.0,0
476,2.63,9,0.0,2
477,2.67,3,0.0,0
478,3.1,7,0.0,2
479,2.14,1,0.0,0
480,3.40375,8,0.0,2
481,4.58,2,0.0,0
482,3.4050000000000002,2,0.0,0
483,2.4749999999999996,4,0.0,0
484,3.66,4,0.0,0
485,2.6825,8,0.0,2
486,3.10375,8,0.0,2
487,2.8757142857142854,7,0.0,2
488,3.544545454545455,11,0.0,2
489,3.3874999999999997,8,0.0,2
490,3.2533333333333334,3,0.0,0
491,3.87,5,0.0,1
492,2.672857142857143,7,0.0,2
493,2.5966666666666667,3,0.0,0
494,2.758,5,0.0,1
495,3.23875,8,0.0,2
496,3.3899999999999997,2,0.0,0
497,2.6275,4,0.0,0
498,3.3866666666666667,3,0.0,0
499,1.235,2,0.0,0
500,3.5566666666666666,6,0.0,1
501,3.6475,4,0.0,0
502,3.052,5,0.0,1
503,2.29,2,0.0,0
504,2.835,2,0.0,0
505,3.5175,4,0.0,0
506,2.13,5,0.0,1
507,3.7199999999999998,8,0.0,2
508,4.058,5,0.0,1
509,2.8783333333333334,6,0.0,1
510,3.681,10,0.0,2
511,2.635,6,0.0,1
512,2.9225000000000003,4,0.0,0
513,3.6228571428571428,7,0.0,2
514,3.675,4,0.0,0
515,2.704285714285714,7,0.0,2
516,3.222,5,0.0,1
517,3.0,4,0.0,0
518,3.3019999999999996,5,0.0,1
519,3.8550000000000004,6,0.0,1
520,3.002,5,0.0,1
521,3.3366666666666664,3,0.0,0
522,4.64,1,0.0,0
523,2.77,7,0.0,2
524,3.190909090909091,11,0.0,2
525,3.6471428571428572,7,0.0,2
526,2.905714285714286,7,0.0,2
527,3.45,4,0.0,0
528,2.895,6,0.0,1
529,2.703333333333333,3,0.0,0
530,3.467142857142857,7,0.0,2
531,3.222,5,0.0,1
532,2.935,4,0.0,0
533,2.95125,8,0.0,2
535,3.5533333333333332,3,0.0,0
536,3.2266666666666666,6,0.0,1
537,3.67,4,0.0,0
538,2.445,4,0.0,0
539,3.4899999999999998,5,0.0,1
540,2.715,4,0.0,0
541,2.77,2,0.0,0
542,2.84625,8,0.0,2
543,3.6225000000000005,4,0.0,0
544,3.995,4,0.0,0
545,3.0216666666666665,6,0.0,1
546,3.368,5,0.0,1
547,4.15,1,0.0,0
548,4.14,4,0.0,0
549,2.605,2,0.0,0
550,4.45,2,0.0,0
551,3.456666666666667,3,0.0,0
552,3.1425,4,0.0,0
553,2.5928571428571425,7,0.0,2
554,2.512857142857143,7,0.0,2
555,2.284,5,0.0,1
556,2.474,5,0.0,1
557,2.25,6,0.0,1
558,3.2085714285714286,7,0.0,2
559,3.033333333333333,9,0.0,2
560,3.3899999999999997,4,0.0,0
561,3.2824999999999998,4,0.0,0
562,3.09,8,0.0,2
563,2.486666666666667,3,0.0,0
564,2.9933333333333336,6,0.0,1
565,2.436666666666667,3,0.0,0
566,3.218,5,0.0,1
567,2.7760000000000002,5,0.0,1
568,2.5599999999999996,7,0.0,2
569,3.3,5,0.0,1
570,3.528,5,0.0,1
571,3.1833333333333336,3,0.0,0
572,3.3299999999999996,7,0.0,2
573,3.7328571428571427,7,0.0,2
574,2.346666666666667,3,0.0,0
575,2.92375,8,0.0,2
576,3.8525,4,0.0,0
577,3.5,9,0.0,2
578,2.74,2,0.0,0
579,2.685,2,0.0,0
580,2.9050000000000002,4,0.0,0
581,3.2566666666666664,3,0.0,0
582,3.1275,4,0.0,0
583,2.6375,8,0.0,2
584,3.1199999999999997,6,0.0,1
585,3.59,4,0.0,0
586,3.4275,4,0.0,0
587,3.4274999999999998,4,0.0,0
588,3.7175000000000002,4,0.0,0
589,2.7,4,0.0,0
590,2.0166666666666666,3,0.0,0
591,3.365714285714286,7,0.0,2
592,2.97,6,0.0,1
593,2.9766666666666666,6,0.0,1
594,3.35,3,0.0,0
595,2.635,8,0.0,2
596,3.6333333333333333,6,0.0,1
597,2.83,8,0.0,2
598,2.33,3,0.0,0
599,2.95,2,0.0,0
600,2.81,4,0.0,0
601,2.42,5,0.0,1
602,2.9025,4,0.0,0
603,2.6937499999999996,8,0.0,2
604,2.9433333333333334,3,0.0,0
605,2.515,2,0.0,0
606,3.513333333333333,3,0.0,0
607,2.9325,4,0.0,0
608,3.3714285714285714,7,0.0,2
609,2.936,5,0.0,1
610,2.6750000000000003,4,0.0,0
611,3.2159999999999997,5,0.0,1
612,2.686,5,0.0,1
613,2.82125,8,0.0,2
614,2.928,5,0.0,1
615,4.35,4,0.0,0
616,2.84125,8,0.0,2
617,2.985,2,0.0,0
618,2.6750000000000003,2,0.0,0
619,2.353333333333333,3,0.0,0
620,2.734,5,0.0,1
621,2.84,4,0.0,0
622,3.263333333333333,3,0.0,0
623,2.6475,4,0.0,0
624,3.127,10,0.0,2
625,2.295,4,0.0,0
626,1.4833333333333334,3,0.0,0
627,3.04,2,0.0,0
628,3.845,6,0.0,1
629,3.307142857142857,7,0.0,2
630,1.66,1,0.0,0
631,3.6471428571428572,7,0.0,2
632,2.828333333333333,6,0.0,1
633,3.1525,8,0.0,2
634,3.124,5,0.0,1
635,2.91,4,0.0,0
636,2.2699999999999996,2,0.0,0
637,3.6333333333333333,3,0.0,0
638,3.1966666666666668,6,0.0,1
639,2.7150000000000003,8,0.0,2
640,2.9283333333333332,6,0.0,1
641,2.903636363636364,11,0.0,2
642,2.2666666666666666,6,0.0,1
643,3.2399999999999998,4,0.0,0
644,3.022222222222222,9,0.0,2
645,3.355,8,0.0,2
646,3.7266666666666666,3,0.0,0
647,2.9633333333333334,3,0.0,0
648,2.92125,8,0.0,2
649,2.644,5,0.0,1
650,3.301666666666667,6,0.0,1
651,3.1533333333333338,6,0.0,1
652,2.0,1,0.0,0
653,3.1,4,0.0,0
654,3.0533333333333332,3,0.0,0
655,3.02,4,0.0,0
656,3.205,6,0.0,1
657,2.11,3,0.0,0
658,2.96,7,0.0,2
659,2.98,5,0.0,1
660,3.1925,4,0.0,0
661,2.8899999999999997,5,0.0,1
662,3.3560000000000003,5,0.0,1
663,2.823333333333333,3,0.0,0
664,3.3579999999999997,5,0.0,1
665,2.315,4,0.0,0
666,3.3333333333333335,6,0.0,1
667,4.003333333333333,3,0.0,0
668,2.936666666666666,6,0.0,1
669,2.4933333333333336,3,0.0,0
670,4.401999999999999,5,0.0,1
671,2.9575,4,0.0,0
672,3.14,2,0.0,0
673,3.56,3,0.0,0
674,1.32,3,0.0,0
675,2.78625,8,0.0,2
676,4.046666666666667,3,0.0,0
677,3.45,4,0.0,0
678,3.467142857142857,7,0.0,2
679,2.11,1,0.0,0
680,2.82,7,0.0,2
681,3.495,4,0.0,0
682,3.3844444444444446,9,0.0,2
683,4.1025,4,0.0,0
684,3.4066666666666663,3,0.0,0
685,3.2866666666666666,6,0.0,1
686,3.0375,4,0.0,0
687,2.731666666666667,6,0.0,1
688,3.11,4,0.0,0
689,2.1983333333333333,6,0.0,1
690,2.391111111111111,9,0.0,2
691,2.5124999999999997,4,0.0,0
692,3.46,2,0.0,0
693,3.775,4,0.0,0
694,3.7483333333333335,6,0.0,1
695,3.092,5,0.0,1
696,3.646,5,0.0,1
697,3.455,2,0.0,0
698,2.61375,8,0.0,2
699,3.453333333333333,9,0.0,2
700,2.4466666666666668,3,0.0,0
701,4.375,2,0.0,0
702,3.5340000000000003,5,0.0,1
703,3.5149999999999997,2,0.0,0
704,3.1375,4,0.0,0
705,2.2166666666666663,3,0.0,0
706,2.668,5,0.0,1
707,2.507142857142857,7,0.0,2
708,2.14,6,0.0,1
709,3.248,5,0.0,1
710,3.2457142857142856,7,0.0,2
711,1.47,4,0.0,0
712,3.0075,4,0.0,0
714,2.501428571428572,7,0.0,2
715,3.34,3,0.0,0
716,1.5466666666666669,3,0.0,0
717,2.9575,8,0.0,2
718,2.12,2,0.0,0
719,3.5157142857142856,7,0.0,2
720,3.2900000000000005,3,0.0,0
721,3.3577777777777778,9,0.0,2
722,3.1574999999999998,8,0.0,2
723,2.7114285714285713,7,0.0,2
724,2.6385714285714283,7,0.0,2
725,2.98,4,0.0,0
726,3.1899999999999995,11,0.0,2
727,2.808,5,0.0,1
728,3.58,3,0.0,0
729,2.3499999999999996,4,0.0,0
730,1.38,1,0.0,0
731,2.94875,8,0.0,2
732,2.565,8,0.0,2
733,3.2125000000000004,8,0.0,2
734,3.49,6,0.0,1
735,3.198,5,0.0,1
736,2.685,4,0.0,0
737,3.723333333333333,6,0.0,1
738,3.374,5,0.0,1
739,3.1925,4,0.0,0
740,3.7600000000000002,4,0.0,0
741,1.6566666666666665,3,0.0,0
742,2.14,6,0.0,1
743,2.80125,8,0.0,2
744,2.825,8,0.0,2
745,3.335,2,0.0,0
746,3.1399999999999997,2,0.0,0
747,3.492,5,0.0,1
748,2.348,5,0.0,1
749,1.4849999999999999,2,0.0,0
750,2.3614285714285717,7,0.0,2
751,2.6166666666666667,3,0.0,0
752,3.15,1,0.0,0
753,3.5549999999999997,6,0.0,1
754,2.488571428571429,7,0.0,2
755,2.665714285714286,7,0.0,2
756,3.4450000000000003,2,0.0,0
757,2.7857142857142856,7,0.0,2
758,3.2971428571428567,7,0.0,2
759,3.9500000000000006,3,0.0,0
760,3.0366666666666666,6,0.0,1
761,2.4842857142857144,7,0.0,2
762,2.8362499999999997,8,0.0,2
763,3.1633333333333336,3,0.0,0
764,2.8925,4,0.0,0
765,2.723333333333333,6,0.0,1
766,2.868,5,0.0,1
767,2.561666666666667,6,0.0,1
768,3.5675,4,0.0,0
769,3.3674999999999997,4,0.0,0
770,2.8425000000000002,4,0.0,0
771,3.0700000000000003,2,0.0,0
772,3.0009090909090905,11,0.0,2
773,1.9333333333333333,3,0.0,0
774,3.1045454545454545,11,0.0,2
775,2.807,10,0.0,2
777,2.233333333333333,6,0.0,1
778,1.8975,4,0.0,0
779,1.51,2,0.0,0
780,2.31,4,0.0,0
781,3.3183333333333334,6,0.0,1
782,2.8466666666666662,6,0.0,1
783,3.83,3,0.0,0
784,2.733333333333334,6,0.0,1
785,2.674,10,0.0,2
786,3.725,4,0.0,0
787,3.2785714285714285,7,0.0,2
788,3.095,6,0.0,1
789,3.4333333333333336,3,0.0,0
790,2.59,4,0.0,0
791,3.005,8,0.0,2
792,2.7337499999999997,8,0.0,2
793,2.8766666666666665,6,0.0,1
794,2.7600000000000002,7,0.0,2
795,3.4219999999999997,5,0.0,1
796,3.1,5,0.0,1
797,3.088,5,0.0,1
798,3.196363636363636,11,0.0,2
799,2.513333333333333,3,0.0,0
800,3.6766666666666663,3,0.0,0
801,3.006,5,0.0,1
802,2.0,3,0.0,0
803,2.8233333333333337,3,0.0,0
804,2.9933333333333336,6,0.0,1
805,3.4763636363636365,11,0.0,2
806,2.751428571428572,7,0.0,2
807,2.6700000000000004,5,0.0,1
808,3.016,5,0.0,1
809,3.9499999999999997,3,0.0,0
810,2.3985714285714286,7,0.0,2
811,3.7375,4,0.0,0
812,2.535,6,0.0,1
813,2.5883333333333334,6,0.0,1
814,3.217,10,0.0,2
815,1.9114285714285713,7,0.0,2
816,2.796,5,0.0,1
817,2.726,5,0.0,1
818,3.1566666666666667,6,0.0,1
819,2.8025,8,0.0,2
820,2.585,4,0.0,0
821,3.05,5,0.0,1
822,2.744285714285714,7,0.0,2
823,4.1,1,0.0,0
824,2.4749999999999996,2,0.0,0
825,3.1279999999999997,5,0.0,1
826,3.28125,8,0.0,2
827,3.6340000000000003,5,0.0,1
828,3.9857142857142853,7,0.0,2
829,2.794,5,0.0,1
830,1.9366666666666668,3,0.0,0
831,3.0622222222222226,9,0.0,2
832,3.176666666666667,3,0.0,0
833,3.4783333333333335,6,0.0,1
834,1.78,3,0.0,0
835,3.3000000000000003,3,0.0,0
836,1.1,2,0.0,0
837,2.733333333333333,3,0.0,0
838,3.044285714285714,7,0.0,2
839,3.2979999999999996,5,0.0,1
840,3.0414285714285714,7,0.0,2
841,2.7875,4,0.0,0
842,3.57,8,0.0,2
843,2.3449999999999998,8,0.0,2
844,3.09625,8,0.0,2
845,3.84,2,0.0,0
846,3.15,7,0.0,2
847,2.33,1,0.0,0
848,3.4566666666666666,3,0.0,0
